time,G(i),H_sun,T2m,WS10m,,Price
20150511:0711,479.67,29.98,12.08,6.44,11/5/2015,23.93
20150511:0811,543.12,37.68,13.25,6.8,11/5/2015,23.96
20150511:0911,749.29,44.32,14.42,7.17,11/5/2015,23.83
20150511:1011,689.49,49.12,14.99,7.17,11/5/2015,23.68
20150511:1111,989.89,51.2,15.55,7.16,11/5/2015,23.31
20150511:1211,876.11,50.08,16.12,7.16,11/5/2015,23.13
20150511:1311,463.08,46.04,16.33,7.21,11/5/2015,23.06
20150511:1411,683.41,39.88,16.53,7.26,11/5/2015,22.9
20150511:1511,486.18,32.43,16.74,7.31,11/5/2015,22.73
20150511:1611,291.11,24.35,15.95,7.18,11/5/2015,22.66
20150511:1711,115.8,16.12,15.15,7.05,11/5/2015,22.68
20150511:1811,15.91,8.14,14.36,6.92,11/5/2015,22.87
20150511:1911,0,0.77,13.27,5.98,11/5/2015,22.92
20150511:2011,0,0,12.17,5.04,11/5/2015,22.98
20150511:2111,0,0,11.08,4.1,11/5/2015,23.23
20150511:2211,0,0,10.79,3.57,11/5/2015,22.34
20150511:2311,0,0,10.51,3.04,11/5/2015,20.8
20150512:0011,0,0,10.22,2.51,12/5/2015,19.27
20150512:0111,0,0,10.16,2.69,12/5/2015,18.57
20150512:0211,0,0,10.11,2.88,12/5/2015,18.42
20150512:0311,0,0,10.05,3.06,12/5/2015,17.94
20150512:0411,17.58,6.01,10.48,3.65,12/5/2015,18.98
20150512:0511,17.16,13.83,10.91,4.23,12/5/2015,21.54
20150512:0611,27.1,22.02,11.33,4.81,12/5/2015,24.34
20150512:0711,178.27,30.19,11.87,4.73,12/5/2015,37.07
20150512:0811,143.63,37.9,12.4,4.65,12/5/2015,46.35
20150512:0911,104.79,44.56,12.94,4.57,12/5/2015,46.04
20150512:1011,107.5,49.36,12.69,4.75,12/5/2015,44.74
20150512:1111,65.04,51.45,12.44,4.94,12/5/2015,41.5
20150512:1211,107.5,50.33,12.19,5.13,12/5/2015,31.31
20150512:1311,110.21,46.27,11.16,5.8,12/5/2015,24.1
20150512:1411,79.5,40.09,10.13,6.46,12/5/2015,24.05
20150512:1511,130.08,32.63,9.1,7.13,12/5/2015,23.26
20150512:1611,67.75,24.55,8.96,7.12,12/5/2015,22.86
20150512:1711,110.9,16.33,8.83,7.11,12/5/2015,22.65
20150512:1811,28.47,8.35,8.69,7.1,12/5/2015,22.03
20150512:1911,0,0.99,8.46,6.69,12/5/2015,22.1
20150512:2011,0,0,8.22,6.29,12/5/2015,22.08
20150512:2111,0,0,7.99,5.88,12/5/2015,22.44
20150512:2211,0,0,8.09,5.98,12/5/2015,21.99
20150512:2311,0,0,8.19,6.08,12/5/2015,21.03
20150513:0011,0,0,8.29,6.18,13-05-2015,14.58
20150513:0111,0,0,8.4,6.11,13-05-2015,12.47
20150513:0211,0,0,8.51,6.04,13-05-2015,10.85
20150513:0311,0,0,8.62,5.97,13-05-2015,10.56
20150513:0411,22.61,6.22,8.8,6.7,13-05-2015,10.37
20150513:0511,57.82,14.04,8.98,7.43,13-05-2015,16.91
20150513:0611,89.43,22.22,9.16,8.15,13-05-2015,21.51
20150513:0711,250.7,30.4,9.4,8.32,13-05-2015,23.14
20150513:0811,183.74,38.12,9.63,8.49,13-05-2015,23.11
20150513:0911,257.21,44.79,9.86,8.66,13-05-2015,22.94
20150513:1011,130.08,49.61,9.95,8.56,13-05-2015,22.74
20150513:1111,319.71,51.7,10.03,8.46,13-05-2015,22.52
20150513:1211,269.24,50.57,10.12,8.36,13-05-2015,22.18
20150513:1311,226.84,46.5,10.05,8.4,13-05-2015,22.04
20150513:1411,197.36,40.31,9.98,8.44,13-05-2015,21.94
20150513:1511,93.95,32.84,9.91,8.48,13-05-2015,21.87
20150513:1611,67.75,24.75,9.61,8.03,13-05-2015,21.82
20150513:1711,56.01,16.53,9.32,7.57,13-05-2015,21.94
20150513:1811,23.44,8.56,9.02,7.12,13-05-2015,21.76
20150513:1911,0,1.21,8.63,6.25,13-05-2015,21.81
20150513:2011,0,0,8.24,5.38,13-05-2015,21.77
20150513:2111,0,0,7.85,4.51,13-05-2015,21.96
20150513:2211,0,0,7.74,3.81,13-05-2015,21.58
20150513:2311,0,0,7.64,3.1,13-05-2015,20.85
20150514:0011,0,0,7.53,2.4,14-05-2015,16.5
20150514:0111,0,0,7.39,2.44,14-05-2015,14.63
20150514:0211,0,0,7.26,2.48,14-05-2015,13.41
20150514:0311,0,0,7.12,2.52,14-05-2015,12.36
20150514:0411,23.44,6.43,7.76,2.36,14-05-2015,11.74
20150514:0511,74.93,14.24,8.4,2.2,14-05-2015,10.38
20150514:0611,272.14,22.42,9.04,2.04,14-05-2015,15.16
20150514:0711,502.47,30.6,9.88,1.88,14-05-2015,18.05
20150514:0811,561.89,38.33,10.71,1.72,14-05-2015,18.56
20150514:0911,647.83,45.01,11.55,1.56,14-05-2015,18.95
20150514:1011,679.55,49.84,11.76,2.44,14-05-2015,19.29
20150514:1111,536.48,51.94,11.97,3.31,14-05-2015,19.57
20150514:1211,893.72,50.81,12.18,4.19,14-05-2015,18.88
20150514:1311,907.07,46.73,11.9,4.1,14-05-2015,18.41
20150514:1411,767.58,40.52,11.63,4.01,14-05-2015,17.9
20150514:1511,584.5,33.04,11.35,3.92,14-05-2015,17.45
20150514:1611,358.11,24.95,10.85,3.52,14-05-2015,18.2
20150514:1711,145.21,16.73,10.36,3.13,14-05-2015,19.25
20150514:1811,41.03,8.76,9.86,2.73,14-05-2015,21.76
20150514:1911,0,1.42,8.78,2.57,14-05-2015,22.2
20150514:2011,0,0,7.71,2.41,14-05-2015,25.66
20150514:2111,0,0,6.63,2.25,14-05-2015,22.5
20150514:2211,0,0,6.27,2.04,14-05-2015,22.32
20150514:2311,0,0,5.92,1.83,14-05-2015,21.57
20150515:0011,0,0,5.56,1.61,15-05-2015,20.41
20150515:0111,0,0,5.49,1.87,15-05-2015,18.87
20150515:0211,0,0,5.43,2.13,15-05-2015,18.38
20150515:0311,0,0,5.36,2.39,15-05-2015,18.26
20150515:0411,5.02,6.63,6.53,1.77,15-05-2015,18.63
20150515:0511,59.62,14.44,7.69,1.16,15-05-2015,20.37
20150515:0611,158.48,22.62,8.85,0.55,15-05-2015,26.38
20150515:0711,506.4,30.8,9.78,0.72,15-05-2015,22.76
20150515:0811,698,38.53,10.72,0.88,15-05-2015,23.09
20150515:0911,873.61,45.23,11.65,1.05,15-05-2015,23.33
20150515:1011,560.11,50.07,11.99,2.28,15-05-2015,23.38
20150515:1111,824.41,52.18,12.32,3.5,15-05-2015,23.21
20150515:1211,806.5,51.05,12.66,4.73,15-05-2015,23
20150515:1311,618.56,46.95,12.11,4.67,15-05-2015,22.9
20150515:1411,561.11,40.73,11.55,4.6,15-05-2015,22.74
20150515:1511,261.52,33.24,11,4.54,15-05-2015,22.66
20150515:1611,184.44,25.14,10.38,4.48,15-05-2015,22.64
20150515:1711,118.79,16.92,9.76,4.43,15-05-2015,22.79
20150515:1811,16.75,8.96,9.14,4.37,15-05-2015,22.91
20150515:1911,0,1.63,8.28,4.43,15-05-2015,22.84
20150515:2011,0,0,7.41,4.49,15-05-2015,22.9
20150515:2111,0,0,6.55,4.55,15-05-2015,22.91
20150515:2211,0,0,6.29,4.61,15-05-2015,22.75
20150515:2311,0,0,6.04,4.66,15-05-2015,22.3
20150516:0011,0,0,5.78,4.72,16-05-2015,21.54
20150516:0111,0,0,6.07,4.29,16-05-2015,21.3
20150516:0211,0,0,6.36,3.87,16-05-2015,21.25
20150516:0311,0,0,6.65,3.45,16-05-2015,20.64
20150516:0411,10.88,6.83,7.07,3.65,16-05-2015,20.53
20150516:0511,41.55,14.63,7.48,3.85,16-05-2015,20.57
20150516:0611,35.23,22.8,7.89,4.06,16-05-2015,20.43
20150516:0711,150.12,30.99,8.26,4.56,16-05-2015,21.19
20150516:0811,110.21,38.73,8.63,5.06,16-05-2015,21.55
20150516:0911,101.18,45.44,9,5.56,16-05-2015,21.67
20150516:1011,102.98,50.3,9.11,5.89,16-05-2015,21.42
20150516:1111,102.98,52.41,9.22,6.23,16-05-2015,21.29
20150516:1211,102.98,51.28,9.33,6.57,16-05-2015,20.14
20150516:1311,77.69,47.17,9.25,6.6,16-05-2015,18.75
20150516:1411,93.05,40.93,9.18,6.64,16-05-2015,17.23
20150516:1511,379.35,33.44,9.1,6.68,16-05-2015,16.31
20150516:1611,260.83,25.33,8.84,7.1,16-05-2015,16.08
20150516:1711,145.04,17.11,8.59,7.53,16-05-2015,17.59
20150516:1811,51.91,9.16,8.33,7.96,16-05-2015,20.05
20150516:1911,0,1.83,7.9,7.49,16-05-2015,20.92
20150516:2011,0,0,7.48,7.01,16-05-2015,19.43
20150516:2111,0,0,7.05,6.54,16-05-2015,19.61
20150516:2211,0,0,6.89,6.45,16-05-2015,18.51
20150516:2311,0,0,6.72,6.35,16-05-2015,15.68
20150517:0011,0,0,6.56,6.26,17-05-2015,12.35
20150517:0111,0,0,6.46,6.27,17-05-2015,7.75
20150517:0211,0,0,6.37,6.28,17-05-2015,6.85
20150517:0311,0,0,6.27,6.29,17-05-2015,6.57
20150517:0411,33.49,7.02,6.96,6.41,17-05-2015,6.18
20150517:0511,96.4,14.81,7.65,6.53,17-05-2015,3.98
20150517:0611,274.59,22.99,8.34,6.65,17-05-2015,3.53
20150517:0711,503.37,31.17,8.86,6.97,17-05-2015,8.57
20150517:0811,603.05,38.92,9.38,7.28,17-05-2015,11.97
20150517:0911,478.05,45.64,9.9,7.6,17-05-2015,13.47
20150517:1011,524.7,50.51,9.65,7.59,17-05-2015,14.44
20150517:1111,620.81,52.64,9.39,7.57,17-05-2015,13.41
20150517:1211,642.25,51.5,9.14,7.56,17-05-2015,10.1
20150517:1311,564.69,47.38,9.17,7.48,17-05-2015,5.19
20150517:1411,155.38,41.13,9.19,7.4,17-05-2015,0.11
20150517:1511,360.12,33.63,9.22,7.32,17-05-2015,0.11
20150517:1611,287.61,25.52,8.76,6.82,17-05-2015,3.17
20150517:1711,19.87,17.3,8.29,6.32,17-05-2015,12.77
20150517:1811,25.12,9.36,7.83,5.82,17-05-2015,16.88
20150517:1911,0,2.03,7.45,5.44,17-05-2015,21.24
20150517:2011,0,0,7.07,5.06,17-05-2015,21.04
20150517:2111,0,0,6.69,4.68,17-05-2015,21.37
20150517:2211,0,0,6.74,4.49,17-05-2015,21.26
20150517:2311,0,0,6.79,4.3,17-05-2015,20.08
20150518:0011,0,0,6.84,4.11,18-05-2015,18.14
20150518:0111,0,0,6.79,3.58,18-05-2015,18
20150518:0211,0,0,6.73,3.04,18-05-2015,17.9
20150518:0311,0,0.15,6.68,2.51,18-05-2015,17.9
20150518:0411,37.68,7.2,7.34,2.5,18-05-2015,17.8
20150518:0511,34.33,14.99,7.99,2.48,18-05-2015,21.51
20150518:0611,185.21,23.16,8.64,2.47,18-05-2015,24.41
20150518:0711,225.79,31.35,9.23,3.01,18-05-2015,32.28
20150518:0811,334.59,39.11,9.82,3.55,18-05-2015,42.2
20150518:0911,314.34,45.84,10.41,4.1,18-05-2015,38.98
20150518:1011,395.23,50.73,10.17,4.19,18-05-2015,34.59
20150518:1111,149.05,52.86,9.93,4.29,18-05-2015,34.85
20150518:1211,211.39,51.72,9.69,4.39,18-05-2015,31.91
20150518:1311,162.61,47.59,9.32,4.4,18-05-2015,29.9
20150518:1411,209.48,41.33,8.96,4.42,18-05-2015,27.15
20150518:1511,68.66,33.82,8.59,4.44,18-05-2015,26.7
20150518:1611,65.95,25.71,8.37,4.93,18-05-2015,26.47
20150518:1711,31.62,17.49,8.16,5.43,18-05-2015,27.06
20150518:1811,41.03,9.55,7.94,5.92,18-05-2015,27
20150518:1911,0,2.23,8.11,6.46,18-05-2015,26.21
20150518:2011,0,0,8.29,7.01,18-05-2015,25.22
20150518:2111,0,0,8.46,7.56,18-05-2015,24.79
20150518:2211,0,0,8.61,7.38,18-05-2015,23.57
20150518:2311,0,0,8.76,7.2,18-05-2015,22.47
20150519:0011,0,0,8.91,7.02,19-05-2015,-6.72
20150519:0111,0,0,8.54,6.29,19-05-2015,9.94
20150519:0211,0,0,8.17,5.55,19-05-2015,17.56
20150519:0311,0,0.34,7.8,4.81,19-05-2015,15.97
20150519:0411,11.72,7.38,8.2,4.75,19-05-2015,18.58
20150519:0511,83.36,15.16,8.6,4.69,19-05-2015,21.38
20150519:0611,202.87,23.33,9,4.62,19-05-2015,24.02
20150519:0711,335.52,31.52,9.68,5.16,19-05-2015,27.25
20150519:0811,182.8,39.29,10.36,5.7,19-05-2015,32.08
20150519:0911,290.52,46.03,11.04,6.23,19-05-2015,32.08
20150519:1011,539.23,50.93,10.65,5.69,19-05-2015,30.68
20150519:1111,722.93,53.08,10.26,5.14,19-05-2015,29.17
20150519:1211,419.5,51.93,9.87,4.59,19-05-2015,27.04
20150519:1311,284.08,47.79,9.83,4.75,19-05-2015,26.25
20150519:1411,234.21,41.52,9.79,4.91,19-05-2015,25.49
20150519:1511,199.47,34,9.75,5.08,19-05-2015,24.99
20150519:1611,233.1,25.89,9.39,5.21,19-05-2015,25.04
20150519:1711,136.87,17.67,9.02,5.35,19-05-2015,26.42
20150519:1811,9.21,9.73,8.66,5.49,19-05-2015,26.56
20150519:1911,0,2.42,8.08,5.03,19-05-2015,26.13
20150519:2011,0,0,7.51,4.57,19-05-2015,25.53
20150519:2111,0,0,6.93,4.11,19-05-2015,25.55
20150519:2211,0,0,6.81,3.69,19-05-2015,24.49
20150519:2311,0,0,6.69,3.26,19-05-2015,22.51
20150520:0011,0,0,6.57,2.84,20-05-2015,21.38
20150520:0111,0,0,6.41,2.8,20-05-2015,21.14
20150520:0211,0,0,6.26,2.75,20-05-2015,21.13
20150520:0311,0,0.52,6.1,2.7,20-05-2015,21.08
20150520:0411,9.21,7.55,6.89,2.86,20-05-2015,21.26
20150520:0511,97.24,15.33,7.68,3.03,20-05-2015,22.28
20150520:0611,83.11,23.5,8.46,3.19,20-05-2015,28.06
20150520:0711,293.77,31.69,9.09,3.13,20-05-2015,46.04
20150520:0811,600.52,39.46,9.72,3.08,20-05-2015,49.25
20150520:0911,798.11,46.22,10.35,3.02,20-05-2015,40.25
20150520:1011,941.03,51.14,10.63,2.93,20-05-2015,41.85
20150520:1111,212.29,53.29,10.91,2.85,20-05-2015,36.98
20150520:1211,147.25,52.14,11.19,2.76,20-05-2015,32.91
20150520:1311,414.84,47.99,11.04,2.92,20-05-2015,32.21
20150520:1411,235.09,41.71,10.88,3.09,20-05-2015,32.73
20150520:1511,494.54,34.18,10.73,3.26,20-05-2015,30.7
20150520:1611,322.5,26.07,10.42,3.39,20-05-2015,29.07
20150520:1711,152.72,17.85,10.1,3.53,20-05-2015,31.24
20150520:1811,25.96,9.92,9.79,3.67,20-05-2015,33.94
20150520:1911,1.67,2.61,8.82,3.15,20-05-2015,34.7
20150520:2011,0,0,7.86,2.63,20-05-2015,32.92
20150520:2111,0,0,6.89,2.11,20-05-2015,31.16
20150520:2211,0,0,6.51,2.1,20-05-2015,27.78
20150520:2311,0,0,6.12,2.09,20-05-2015,24.12
20150521:0011,0,0,5.74,2.08,21-05-2015,22.67
20150521:0111,0,0,5.36,2.07,21-05-2015,21.81
20150521:0211,0,0,4.98,2.06,21-05-2015,21.61
20150521:0311,0,0.7,4.6,2.06,21-05-2015,21.57
20150521:0411,26.79,7.72,5.99,2,21-05-2015,21.65
20150521:0511,93.53,15.49,7.38,1.94,21-05-2015,23.64
20150521:0611,209.49,23.65,8.77,1.88,21-05-2015,30.37
20150521:0711,300.62,31.85,9.6,2.34,21-05-2015,41.97
20150521:0811,450.95,39.63,10.42,2.81,21-05-2015,49.97
20150521:0911,237.05,46.4,11.25,3.28,21-05-2015,42.77
20150521:1011,409.08,51.33,11.45,3.72,21-05-2015,40.01
20150521:1111,695.29,53.5,11.66,4.17,21-05-2015,40.28
20150521:1211,862.24,52.35,11.86,4.61,21-05-2015,36.09
20150521:1311,338.24,48.19,11.45,4.7,21-05-2015,33.44
20150521:1411,373.37,41.9,11.03,4.8,21-05-2015,31.61
20150521:1511,331.52,34.36,10.62,4.9,21-05-2015,29.93
20150521:1611,301.45,26.24,10.31,4.78,21-05-2015,29.62
20150521:1711,118.41,18.03,10,4.67,21-05-2015,30.97
20150521:1811,51.91,10.1,9.69,4.55,21-05-2015,34.14
20150521:1911,1.67,2.8,9.15,4.14,21-05-2015,33.87
20150521:2011,0,0,8.6,3.73,21-05-2015,32.52
20150521:2111,0,0,8.06,3.32,21-05-2015,32.55
20150521:2211,0,0,8,3.36,21-05-2015,27.19
20150521:2311,0,0,7.94,3.4,21-05-2015,23.67
20150522:0011,0,0,7.88,3.43,22-05-2015,22.3
20150522:0111,0,0,7.91,3.54,22-05-2015,21.29
20150522:0211,0,0,7.93,3.66,22-05-2015,20.85
20150522:0311,0,0.86,7.96,3.77,22-05-2015,20.49
20150522:0411,6.7,7.88,8.75,4.23,22-05-2015,20.58
20150522:0511,75.97,15.64,9.54,4.69,22-05-2015,18.07
20150522:0611,265.79,23.81,10.33,5.14,22-05-2015,28.08
20150522:0711,285.31,32,11.27,5.67,22-05-2015,30.31
20150522:0811,473.85,39.79,12.2,6.19,22-05-2015,30.43
20150522:0911,472.32,46.57,13.14,6.72,22-05-2015,27.14
20150522:1011,523.75,51.52,13.3,6.83,22-05-2015,26.35
20150522:1111,597.55,53.69,13.47,6.95,22-05-2015,25.7
20150522:1211,406.66,52.55,13.63,7.06,22-05-2015,24.03
20150522:1311,262.52,48.38,13.41,7.25,22-05-2015,23.19
20150522:1411,151.76,42.08,13.19,7.43,22-05-2015,22.71
20150522:1511,207.79,34.53,12.97,7.61,22-05-2015,22
20150522:1611,133.71,26.41,12.33,7.39,22-05-2015,21.88
20150522:1711,38.84,18.2,11.7,7.16,22-05-2015,22.11
20150522:1811,12.56,10.27,11.06,6.94,22-05-2015,22.04
20150522:1911,1.67,2.98,10.37,6.04,22-05-2015,21.8
20150522:2011,0,0,9.68,5.14,22-05-2015,21.51
20150522:2111,0,0,8.99,4.25,22-05-2015,21.47
20150522:2211,0,0,8.52,4.45,22-05-2015,21.13
20150522:2311,0,0,8.06,4.65,22-05-2015,20.09
20150523:0011,0,0,7.59,4.86,23-05-2015,17.56
20150523:0111,0,0,7.52,4.78,23-05-2015,14.53
20150523:0211,0,0,7.44,4.7,23-05-2015,12.74
20150523:0311,0,1.03,7.37,4.62,23-05-2015,12.13
20150523:0411,6.7,8.04,7.95,5.18,23-05-2015,11.67
20150523:0511,54.2,15.79,8.53,5.73,23-05-2015,11.91
20150523:0611,145.08,23.95,9.11,6.29,23-05-2015,14.97
20150523:0711,395.7,32.15,9.73,6.76,23-05-2015,18
20150523:0811,356.23,39.95,10.35,7.23,23-05-2015,19.92
20150523:0911,294.32,46.74,10.97,7.7,23-05-2015,21.01
20150523:1011,303.96,51.7,11.13,7.23,23-05-2015,21.26
20150523:1111,442.66,53.89,11.3,6.76,23-05-2015,21.16
20150523:1211,498.55,52.74,11.46,6.29,23-05-2015,20.48
20150523:1311,917.48,48.56,11.16,6.43,23-05-2015,19.69
20150523:1411,696.57,42.25,10.87,6.57,23-05-2015,19.2
20150523:1511,499.2,34.7,10.57,6.7,23-05-2015,19
20150523:1611,286.86,26.58,10.05,6.54,23-05-2015,18.96
20150523:1711,144.22,18.37,9.52,6.38,23-05-2015,19.76
20150523:1811,60.29,10.44,9,6.22,23-05-2015,20.36
20150523:1911,2.51,3.16,8.22,5.66,23-05-2015,20.46
20150523:2011,0,0,7.45,5.1,23-05-2015,20.47
20150523:2111,0,0,6.67,4.54,23-05-2015,20.74
20150523:2211,0,0,6.47,4.34,23-05-2015,21.1
20150523:2311,0,0,6.26,4.14,23-05-2015,20.39
20150524:0011,0,0,6.06,3.94,24-05-2015,20.62
20150524:0111,0,0,6.22,3.85,24-05-2015,19.84
20150524:0211,0,0,6.37,3.76,24-05-2015,19.06
20150524:0311,0,1.19,6.53,3.67,24-05-2015,17.88
20150524:0411,7.54,8.19,7.32,3.96,24-05-2015,17.55
20150524:0511,47.88,15.94,8.12,4.25,24-05-2015,15.96
20150524:0611,103.89,24.09,8.91,4.54,24-05-2015,14.94
20150524:0711,315.78,32.29,9.74,4.67,24-05-2015,16.15
20150524:0811,498.22,40.1,10.57,4.8,24-05-2015,18.64
20150524:0911,834.33,46.9,11.4,4.94,24-05-2015,20.22
20150524:1011,980.23,51.88,11.78,5.22,24-05-2015,20.8
20150524:1111,967.75,54.07,12.16,5.51,24-05-2015,21.01
20150524:1211,892.45,52.93,12.54,5.79,24-05-2015,20.71
20150524:1311,590.19,48.74,12.46,5.79,24-05-2015,20.22
20150524:1411,267.64,42.43,12.37,5.79,24-05-2015,19.41
20150524:1511,164.64,34.87,12.29,5.79,24-05-2015,19.05
20150524:1611,87.63,26.74,11.66,5.8,24-05-2015,19
20150524:1711,56.91,18.53,11.03,5.81,24-05-2015,20.41
20150524:1811,11.72,10.61,10.4,5.82,24-05-2015,20.12
20150524:1911,2.51,3.33,9.96,5.66,24-05-2015,23.17
20150524:2011,0,0,9.53,5.49,24-05-2015,22.79
20150524:2111,0,0,9.09,5.32,24-05-2015,22.99
20150524:2211,0,0,8.96,4.74,24-05-2015,22.63
20150524:2311,0,0,8.84,4.17,24-05-2015,21.5
20150525:0011,0,0,8.71,3.59,25-05-2015,21.1
20150525:0111,0,0,8.39,3.13,25-05-2015,19.31
20150525:0211,0,0,8.07,2.67,25-05-2015,17.92
20150525:0311,0,1.34,7.75,2.21,25-05-2015,16.1
20150525:0411,46.89,8.33,8.07,2.87,25-05-2015,15.91
20150525:0511,102.16,16.07,8.39,3.54,25-05-2015,18.58
20150525:0611,133.13,24.23,8.7,4.21,25-05-2015,20.98
20150525:0711,455.07,32.43,9.23,4.42,25-05-2015,22.09
20150525:0811,617.72,40.24,9.75,4.63,25-05-2015,22.94
20150525:0911,711.89,47.05,10.28,4.84,25-05-2015,24.09
20150525:1011,661.67,52.05,10.47,4.7,25-05-2015,23.99
20150525:1111,444.48,54.25,10.67,4.56,25-05-2015,25.01
20150525:1211,556.32,53.11,10.86,4.41,25-05-2015,25
20150525:1311,134.6,48.92,10.83,4.6,25-05-2015,22.81
20150525:1411,295.69,42.59,10.79,4.78,25-05-2015,22.46
20150525:1511,290.06,35.03,10.76,4.97,25-05-2015,22.07
20150525:1611,297.61,26.9,10.31,4.85,25-05-2015,21.98
20150525:1711,127.24,18.69,9.87,4.73,25-05-2015,22.53
20150525:1811,55.26,10.78,9.42,4.61,25-05-2015,24.2
20150525:1911,2.51,3.5,8.75,4.2,25-05-2015,23.98
20150525:2011,0,0,8.09,3.79,25-05-2015,23.36
20150525:2111,0,0,7.42,3.38,25-05-2015,25.44
20150525:2211,0,0,7.28,3.52,25-05-2015,23.93
20150525:2311,0,0,7.14,3.66,25-05-2015,22.19
20150526:0011,0,0,7,3.79,26-05-2015,22.29
20150526:0111,0,0,6.87,3.82,26-05-2015,21.4
20150526:0211,0,0,6.74,3.84,26-05-2015,21.04
20150526:0311,0,1.48,6.61,3.86,26-05-2015,20.9
20150526:0411,36.84,8.47,7.4,4.94,26-05-2015,20.95
20150526:0511,110.55,16.2,8.19,6.02,26-05-2015,22.52
20150526:0611,153.64,24.36,8.98,7.1,26-05-2015,25.62
20150526:0711,165.56,32.56,9.59,7.24,26-05-2015,27.57
20150526:0811,486.35,40.38,10.19,7.37,26-05-2015,30.43
20150526:0911,439.08,47.2,10.79,7.5,26-05-2015,30.06
20150526:1011,338.19,52.21,10.9,7.67,26-05-2015,26.84
20150526:1111,684.85,54.43,11.02,7.83,26-05-2015,23.93
20150526:1211,519.25,53.29,11.13,8,26-05-2015,23.66
20150526:1311,400.44,49.09,11.02,8.01,26-05-2015,23.62
20150526:1411,507.6,42.76,10.92,8.03,26-05-2015,23.27
20150526:1511,415.13,35.19,10.81,8.04,26-05-2015,22.96
20150526:1611,322.35,27.06,10.42,7.92,26-05-2015,22.69
20150526:1711,162.5,18.85,10.02,7.8,26-05-2015,22.75
20150526:1811,64.47,10.94,9.63,7.68,26-05-2015,22.52
20150526:1911,2.51,3.67,9.15,7.13,26-05-2015,22.58
20150526:2011,0,0,8.68,6.57,26-05-2015,22.57
20150526:2111,0,0,8.2,6.01,26-05-2015,22.47
20150526:2211,0,0,8.1,5.99,26-05-2015,22.42
20150526:2311,0,0,7.99,5.97,26-05-2015,21.28
20150527:0011,0,0,7.89,5.94,27-05-2015,20.03
20150527:0111,0,0,7.79,5.95,27-05-2015,18.75
20150527:0211,0,0,7.7,5.95,27-05-2015,17.68
20150527:0311,0,1.62,7.6,5.96,27-05-2015,17.03
20150527:0411,7.54,8.6,8.03,6.41,27-05-2015,17.08
20150527:0511,30.71,16.33,8.46,6.87,27-05-2015,20.06
20150527:0611,197.57,24.48,8.89,7.32,27-05-2015,22.04
20150527:0711,176.51,32.68,9.61,7.43,27-05-2015,26.46
20150527:0811,400.52,40.51,10.34,7.53,27-05-2015,28.35
20150527:0911,366.72,47.34,11.06,7.63,27-05-2015,27.95
20150527:1011,603.69,52.37,11.11,7.35,27-05-2015,27.79
20150527:1111,728.78,54.6,11.15,7.07,27-05-2015,27.34
20150527:1211,374.14,53.46,11.2,6.79,27-05-2015,26.92
20150527:1311,308.25,49.26,10.91,6.51,27-05-2015,26.45
20150527:1411,523.46,42.92,10.63,6.23,27-05-2015,26.21
20150527:1511,394.82,35.34,10.34,5.96,27-05-2015,25.23
20150527:1611,280.91,27.21,10.09,5.31,27-05-2015,24.18
20150527:1711,163.79,19,9.84,4.66,27-05-2015,25.01
20150527:1811,58.61,11.09,9.59,4.01,27-05-2015,30.9
20150527:1911,3.35,3.83,8.55,3.42,27-05-2015,31.09
20150527:2011,0,0,7.51,2.83,27-05-2015,31.17
20150527:2111,0,0,6.47,2.23,27-05-2015,26.33
20150527:2211,0,0,6.96,2.6,27-05-2015,26.35
20150527:2311,0,0,7.46,2.96,27-05-2015,21.82
20150528:0011,0,0,7.95,3.32,28-05-2015,20.72
20150528:0111,0,0,8.26,3.97,28-05-2015,19.9
20150528:0211,0,0,8.58,4.61,28-05-2015,19.2
20150528:0311,0,1.75,8.89,5.26,28-05-2015,18.84
20150528:0411,17.58,8.72,9.19,5.13,28-05-2015,18.8
20150528:0511,36.13,16.45,9.49,5.01,28-05-2015,20.69
20150528:0611,68.66,24.6,9.78,4.88,28-05-2015,22.67
20150528:0711,87.63,32.8,9.87,5.14,28-05-2015,25.35
20150528:0811,417.36,40.63,9.96,5.4,28-05-2015,26.24
20150528:0911,281.46,47.48,10.05,5.66,28-05-2015,24.42
20150528:1011,584.81,52.52,10.24,6.19,28-05-2015,23.88
20150528:1111,469.83,54.76,10.44,6.73,28-05-2015,23.35
20150528:1211,276.54,53.62,10.63,7.27,28-05-2015,23.31
20150528:1311,171.64,49.42,10.53,7.01,28-05-2015,23.27
20150528:1411,87.63,43.07,10.42,6.75,28-05-2015,23.1
20150528:1511,319.61,35.49,10.32,6.5,28-05-2015,22.99
20150528:1611,217.63,27.36,9.69,6.35,28-05-2015,22.63
20150528:1711,149.16,19.15,9.05,6.2,28-05-2015,22.73
20150528:1811,64.47,11.24,8.42,6.06,28-05-2015,22.59
20150528:1911,3.35,3.98,8.04,5.54,28-05-2015,22.37
20150528:2011,0,0,7.65,5.03,28-05-2015,22.05
20150528:2111,0,0,7.27,4.51,28-05-2015,22.07
20150528:2211,0,0,7.28,4.55,28-05-2015,21.56
20150528:2311,0,0,7.28,4.59,28-05-2015,20.41
20150529:0011,0,0,7.29,4.63,29-05-2015,18.02
20150529:0111,0,0,7.35,4.84,29-05-2015,16.96
20150529:0211,0,0,7.41,5.05,29-05-2015,15.33
20150529:0311,0,1.88,7.47,5.26,29-05-2015,14.71
